code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry.type,geometry.crs.type,geometry.crs.properties.name,geometry.coordinates1,geometry.coordinates2
N3024010,Le Loing à Chantonnay [St-Philbert du Pont Charrault],N302401010,Le Loing à Chantonnay [St-Philbert du Pont Charrault],LIMNI,396486.0,6626456.0,26,-0.971700126,46.669473081,1.0,,,,85051,CHANTONNAY,85,52,PAYS DE LA LOIRE,N3024000,le Loing,http://id.eaufrance.fr/CEA/N3024000,,2021-04-21T00:00:00Z,1967-12-01T00:00:00Z,,,1,20,12.0,1.0,2.0,,,,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.971700125908492,46.6694730807001
N3031610,Le Lay à Chantonnay [St-Philbert du Pont Charraud],N303161010,Le Lay à Chantonnay [St-Philbert du Pont Charraud],LIMNI,391291.0,6625138.0,26,-1.03868157,46.655249154,1.0,"Données de 1977 à 1981 douteuses (dans Hydro2, station déclarée fermée le 01/01/1977, mais données présentes de 1977 à janvier 1981). A l'aval du barrage de Rochereau mis en service en 1981.",30000.0,2.0,85051,CHANTONNAY,85,52,PAYS DE LA LOIRE,N3--0160,le Lay,http://id.eaufrance.fr/CEA/N3--0160,,2021-08-10T00:00:00Z,1969-10-01T00:00:00Z,1981-01-31T00:00:00Z,,1,20,12.0,1.0,2.0,1969-10-01T00:00:00Z,2013-11-18T00:00:00Z,2021-08-10T00:00:00Z,VENDEE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.03868157004349,46.6552491541992
N3113010,Le Petit Lay à Saint-Hilaire-le-Vouhis,N311301010,Le Petit Lay à Saint-Hilaire-le-Vouhis,LIMNI,385777.0,6628957.0,26,-1.113289456,46.687028668,1.0,,34000.0,2.0,85232,SAINT-HILAIRE-LE-VOUHIS,85,52,PAYS DE LA LOIRE,N31-0300,le Petit Lay,http://id.eaufrance.fr/CEA/N31-0300,,2022-12-08T00:00:00Z,1967-12-01T00:00:00Z,,,1,12,12.0,1.0,2.0,1967-12-01T00:00:00Z,2013-11-18T00:00:00Z,2017-08-30T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.11328945574877,46.6870286677985
N3222010,La Smagne à Sainte-Pexine [Les Mottes],N322201010,La Smagne à Sainte-Pexine [Les Mottes],LIMNI,384275.0,6611352.0,26,-1.120899374,46.528018274,1.0,,13480.0,3.0,85261,SAINTE-PEXINE,85,52,PAYS DE LA LOIRE,N32-0300,la Smagne,http://id.eaufrance.fr/CEA/N32-0300,,2023-03-31T00:00:00Z,1967-12-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1967-12-01T00:00:00Z,2013-11-18T00:00:00Z,2017-08-30T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.12089937367438,46.5280182736607
N3301610,Le Lay à Mareuil-sur-Lay-Dissais,N330161010,Le Lay à Mareuil-sur-Lay-Dissais,LIMNI,376762.0,6612601.0,26,-1.219646354,46.535677965,2.0,"Cette station a été gérée par le Service de Bassin Loire-Bretagne jusqu'au 15/09/2000. Les hauteurs sont affichées selon une référence altimétrique locale propre à la station de mesure. Pour obtenir la hauteur rapportée à l'échelle historique d'observation des crues (à l'aval du pont sur la RD 746), rajoutez 4,15m à la valeur lue.",4485.0,3.0,85135,MAREUIL-SUR-LAY-DISSAIS,85,52,PAYS DE LA LOIRE,N3--0160,le Lay,http://id.eaufrance.fr/CEA/N3--0160,,2022-03-30T00:00:00Z,1964-01-01T00:00:00Z,,,1,20,123.0,1.0,2.0,1964-01-01T00:00:00Z,2021-04-21T00:00:00Z,2022-03-30T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.21964635404242,46.5356779651457
N3304110,Le Marillet à Château-Guibert [Barilleraie],N330411010,Le Marillet à Château-Guibert [Barilleraie],LIMNI,375493.0,6616118.0,26,-1.238642693,46.566689384,1.0,,,,85061,CHATEAU-GUIBERT,85,52,PAYS DE LA LOIRE,N3304100,le Marillet,http://id.eaufrance.fr/CEA/N3304100,,2021-05-12T00:00:00Z,1967-12-01T00:00:00Z,1985-01-01T00:00:00Z,,1,20,12.0,1.0,2.0,,,,VENDEE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.23864269273324,46.5666893838796
N3304120,Le Marillet à Saint-Florent-des-Bois [La Clopinière],N330412010,Le Marillet à Saint-Florent-des-Bois [La Clopinière],LIMNI,372074.0,6620396.0,26,-1.286244016,46.603492886,1.0,,25890.0,3.0,85213,RIVES DE L'YON,85,52,PAYS DE LA LOIRE,N3304100,le Marillet,http://id.eaufrance.fr/CEA/N3304100,,2023-03-31T00:00:00Z,1984-10-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1984-10-01T00:00:00Z,2013-11-18T00:00:00Z,2017-08-30T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.28624401572167,46.6034928864954
N3304130,Le Marillet à Mareuil-sur-Lay-Dissais [Moulin Fleury],N330413010,Le Marillet à Mareuil-sur-Lay-Dissais [Moulin Fleury],LIMNI,376799.0,6613570.0,26,-1.21983963,46.544408603,3.0,,5540.0,3.0,85135,MAREUIL-SUR-LAY-DISSAIS,85,52,PAYS DE LA LOIRE,N3304100,le Marillet,http://id.eaufrance.fr/CEA/N3304100,,2021-04-22T00:00:00Z,2003-12-23T00:00:00Z,,Situé en aval du barrage de Château-Guibert.,1,16,12.0,1.0,2.0,2003-12-23T00:00:00Z,2021-04-22T00:00:00Z,2021-04-22T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.21983962997132,46.5444086025867
N3308210,La Doulaye à Moutiers-sur-le-Lay,N330821010,La Doulaye à Moutiers-sur-le-Lay,LIMNI,378799.0,6616731.0,26,-1.195967139,46.57379035,1.0,,,,85157,MOUTIERS-SUR-LE-LAY,85,52,PAYS DE LA LOIRE,N3308200,la Doulaye,http://id.eaufrance.fr/CEA/N3308200,,2021-05-12T00:00:00Z,1968-07-01T00:00:00Z,1999-01-01T00:00:00Z,,1,20,12.0,1.0,2.0,,,,VENDEE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.19596713876987,46.5737903503713
N3403010,L'Yon à Dompierre-sur-Yon,N340301010,L'Yon à Dompierre-sur-Yon,LIMNI,365401.0,6635496.0,26,-1.384235586,46.735954271,1.0,,,,85081,DOMPIERRE-SUR-YON,85,52,PAYS DE LA LOIRE,N34-0300,l'Yon,http://id.eaufrance.fr/CEA/N34-0300,,2023-03-31T00:00:00Z,1982-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,,,,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.38423558627807,46.7359542705915
N3423010,L'Yon à Chaillé-sous-les-Ormeaux et à Nesmy,N342301010,L'Yon à Nesmy - Brancaire,LIMNI,362529.0,6622484.0,26,-1.412272113,46.617533857,1.0,,30000.0,2.0,85160,NESMY,85,52,PAYS DE LA LOIRE,N34-0300,l'Yon,http://id.eaufrance.fr/CEA/N34-0300,,2022-10-20T00:00:00Z,1964-12-01T00:00:00Z,1972-01-01T00:00:00Z,,1,20,12.0,1.0,2.0,1964-12-01T00:00:00Z,2013-11-18T00:00:00Z,2021-04-21T00:00:00Z,VENDEE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.41227211347964,46.6175338567433
N3423010,L'Yon à Chaillé-sous-les-Ormeaux et à Nesmy,N342301020,L'Yon à Nesmy - Moulin de Rambourg,LIMNI,363844.0,6621150.0,26,-1.394145079,46.60620071,2.0,,31410.0,3.0,85160,NESMY,85,52,PAYS DE LA LOIRE,N34-0300,l'Yon,http://id.eaufrance.fr/CEA/N34-0300,,2022-10-20T00:00:00Z,2001-10-01T00:00:00Z,,,1,20,12.0,1.0,2.0,2001-01-01T00:00:00Z,2013-11-18T00:00:00Z,2021-04-21T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.39414507946662,46.6062007099713
N3423010,L'Yon à Chaillé-sous-les-Ormeaux et à Nesmy,N342301021,L'Yon à Chaillé-sous-les-Ormeaux - Rassouillet,LIMNI,366670.0,6617701.0,26,-1.354795655,46.576601347,1.0,,27000.0,3.0,85043,CHAILLE-SOUS-LES-ORMEAUX,85,52,PAYS DE LA LOIRE,N34-0300,l'Yon,http://id.eaufrance.fr/CEA/N34-0300,,2023-05-22T00:00:00Z,2022-10-21T00:00:00Z,,,1,16,12.0,,,2022-10-21T00:00:00Z,2022-10-21T00:00:00Z,2023-02-08T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.3547956551941,46.576601346789
N3504210,Le Graon au Champ-Saint-Père,N350421010,Le Graon au Champ-Saint-Père,LIMNI,366320.0,6609754.0,26,-1.353640394,46.504978185,1.0,,6000.0,2.0,85050,CHAMP-SAINT-PERE,85,52,PAYS DE LA LOIRE,N3504200,le Graon,http://id.eaufrance.fr/CEA/N3504200,,2021-05-12T00:00:00Z,1966-03-01T00:00:00Z,1970-01-01T00:00:00Z,,1,20,12.0,1.0,2.0,1966-03-01T00:00:00Z,2013-11-18T00:00:00Z,2013-11-18T00:00:00Z,VENDEE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.35364039391161,46.5049781848622
N3520001,Le Lay [Estuaire] à l'Aiguillon-sur-Mer,N352000101,Le Lay [Estuaire] à l'Aiguillon-sur-Mer - Le Lay à l'Aiguillon-sur-Mer,LIMNI,368151.0,6590742.0,26,-1.316252802,46.33494516,3.0,,,,85001,AIGUILLON-SUR-MER,85,52,PAYS DE LA LOIRE,N3--0160,le Lay,http://id.eaufrance.fr/CEA/N3--0160,,2021-05-26T00:00:00Z,2013-12-06T00:00:00Z,,Marée,1,20,27.0,,,,,,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-1.31625280234216,46.3349451601552
N5101710,L'Autise à Saint-Hilaire-des-Loges,N510171001,L'Autise à Saint-Hilaire-des-Loges,LIMNI,419464.0,6602439.0,26,-0.656920947,46.463457219,3.0,"Contrôle seuil naturel, télétransmise le 01/03/1993, station Police de l'Eau et AEP",16000.0,2.0,85227,SAINT-HILAIRE-DES-LOGES,85,52,PAYS DE LA LOIRE,N---007A,,http://id.eaufrance.fr/CEA/N---007A,,2024-01-12T00:00:00Z,1967-12-01T00:00:00Z,,,1,20,4.0,1.0,2.0,2019-09-18T00:00:00Z,2013-11-18T00:00:00Z,2019-09-20T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.656920946671109,46.4634572188053
N5201710,L'Autise à Nieul-sur-l'Autise,N520171001,L'Autise à Nieul-sur-l'Autise,LIMNI,417132.0,6597616.0,26,-0.684344373,46.419099239,1.0,,5000.0,2.0,85162,NIEUL-SUR-L'AUTISE,85,52,PAYS DE LA LOIRE,N---007A,,http://id.eaufrance.fr/CEA/N---007A,,2021-03-05T00:00:00Z,1979-10-30T00:00:00Z,1985-08-06T00:00:00Z,,1,20,12.0,1.0,2.0,1979-11-01T00:00:00Z,2013-11-18T00:00:00Z,2020-02-20T00:00:00Z,VENDEE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.684344372795908,46.4190992386958
N6020001,La Sèvre niortaise à Maillé [Bazoin],N602000101,La Sèvre niortaise à Maillé [Bazoin],LIMNI,409579.7280745,6586836.1445905,26,-0.775855295,46.3189271,,,0.0,3.0,85132,MAILLE,85,52,PAYS DE LA LOIRE,N---006A,,http://id.eaufrance.fr/CEA/N---006A,,2024-01-02T00:00:00Z,2021-04-27T00:00:00Z,,,1,16,2.0,,,2022-05-17T00:00:00Z,2022-05-17T00:00:00Z,2022-05-17T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.775855294774219,46.3189270996335
N7101810,La Vendée à Foussais-Payré [Pont d'Izard],N710181010,La Vendée à Foussais-Payré [Pont d'Izard],LIMNI,418710.0,6606614.0,26,-0.669262722,46.500695817,1.0,,48650.0,3.0,85094,FOUSSAIS-PAYRE,85,52,PAYS DE LA LOIRE,N---012A,,http://id.eaufrance.fr/CEA/N---012A,,2023-08-08T00:00:00Z,1998-02-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1998-02-01T00:00:00Z,2013-11-18T00:00:00Z,2023-04-13T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.669262722259628,46.5006958174312
N7114010,La Mère à Antigny [Moulin-Texier],N711401010,La Mère à Antigny [Moulin-Texier],LIMNI,411100.0,6618057.0,26,-0.77551338,46.60038982,1.0,,57120.0,3.0,85005,ANTIGNY,85,52,PAYS DE LA LOIRE,N7114000,la Mère,http://id.eaufrance.fr/CEA/N7114000,,2023-08-08T00:00:00Z,1997-07-31T00:00:00Z,,,1,20,12.0,1.0,2.0,1997-07-31T00:00:00Z,2013-11-18T00:00:00Z,2023-04-13T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.775513380079529,46.6003898199082
N7121810,La Vendée à Pissotte [Pont de Crochet],N712181010,La Vendée à Pissotte [Pont de Crochet],LIMNI,408784.0,6606535.0,26,-0.798495757,46.495760402,2.0,Cette station a été gérée par le Service de Bassin Loire-Bretagne jusqu'au 15/09/2000.,10230.0,3.0,85176,PISSOTTE,85,52,PAYS DE LA LOIRE,N---012A,,http://id.eaufrance.fr/CEA/N---012A,,2024-06-21T00:00:00Z,1993-04-01T00:00:00Z,,Station située à l'aval du barrage de Mervent.,1,20,12.0,1.0,2.0,1993-04-01T00:00:00Z,2013-11-18T00:00:00Z,2017-01-06T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.798495757013903,46.495760402096
N7121812,[la Longèves] à Fontenay-le-Comte,N712181201,[la Longèves] à Fontenay-le-Comte - pont du Gué Migné,LIMNI,405427.0,6603044.0,26,-0.840001706,46.462900847,0.0,,3515.0,3.0,85092,FONTENAY-LE-COMTE,85,52,PAYS DE LA LOIRE,N7125401,,http://id.eaufrance.fr/CEA/N7125401,,2023-08-08T00:00:00Z,2016-07-28T00:00:00Z,,,1,20,12.0,,,2019-09-18T00:00:00Z,2019-09-20T00:00:00Z,2019-09-20T00:00:00Z,VENDEE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.840001705992182,46.4629008469508
K1040001,Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets],K104000101,Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets],LIMNI,799322.0,6575116.0,26,4.289699511,46.268624321,0.0,,329.3,3.0,71095,CHAPELLE-SOUS-DUN,71,27,BOURGOGNE-FRANCHE-COMTE,K10-0300,le Sornin,http://id.eaufrance.fr/CEA/K10-0300,,2022-03-15T00:00:00Z,2019-07-16T00:00:00Z,,,1,20,7.0,,,2019-07-16T00:00:00Z,2020-02-10T00:00:00Z,2022-03-15T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.28969951058515,46.268624320817
K1040001,Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets],K104000102,Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets] - Ancienne,LIMNI,799078.0,6574984.0,26,4.2865038,46.267471688,0.0,Station déplacée en 2019 #300m en amont,,,71095,CHAPELLE-SOUS-DUN,71,27,BOURGOGNE-FRANCHE-COMTE,K10-0300,le Sornin,http://id.eaufrance.fr/CEA/K10-0300,,2022-03-15T00:00:00Z,2013-11-05T00:00:00Z,2019-07-16T00:00:00Z,,1,20,7.0,,,,,,SAONE-ET-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.28650380029895,46.2674716884649
K1050002,Le Botoret [bras principal] à Tancon [Barnay],K105000201,Le Botoret [bras principal] à Tancon [Barnay] - Echelle Barnay,LIMNI,795392.0,6565474.0,26,4.236716101,46.182377117,0.0,,287.62,3.0,71533,TANCON,71,27,BOURGOGNE-FRANCHE-COMTE,K1056000,le Botoret,http://id.eaufrance.fr/CEA/K1056000,,2020-06-23T00:00:00Z,2013-11-07T00:00:00Z,,,1,20,7.0,,,2013-11-07T00:00:00Z,2020-02-10T00:00:00Z,2020-02-10T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.23671610090642,46.1823771168158
K1050003,Le Sornin [bras principal] à Saint-Maurice-lès-Châteauneuf [Pont D 8],K105000301,Le Sornin [bras principal] à Saint-Maurice-lès-Châteauneuf [Pont D 8] - Echelle St Maurice,LIMNI,796717.0,6569055.0,26,4.254628884,46.214431204,0.0,,288.65,0.0,71463,SAINT-MAURICE-LES-CHATEAUNEUF,71,27,BOURGOGNE-FRANCHE-COMTE,K10-0300,le Sornin,http://id.eaufrance.fr/CEA/K10-0300,,2022-03-15T00:00:00Z,2013-11-05T00:00:00Z,,,1,20,7.0,,,2013-11-05T00:00:00Z,2020-02-10T00:00:00Z,2020-02-10T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.25462888358235,46.2144312041137
K1130002,L'Arconce à Mornay,K113000201,L'Arconce à Mornay - Villorbaine,LIMNI,803552.0,6599379.0,26,4.35000167,46.486437243,0.0,,,,71323,MORNAY,71,27,BOURGOGNE-FRANCHE-COMTE,K11-0320,l'Arconce,http://id.eaufrance.fr/CEA/K11-0320,,2021-08-17T00:00:00Z,2010-01-01T00:00:00Z,,,1,16,2.0,,,,,,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.35000166967509,46.4864372428681
K1173210,L'Arconce à Montceaux-l'Étoile,K117321001,L'Arconce à Montceaux-l'Étoile,LIMNI,780717.0,6584764.0,26,4.049810158,46.357974334,1.0,,240780.0,3.0,71307,MONTCEAUX-L'ETOILE,71,27,BOURGOGNE-FRANCHE-COMTE,K11-0320,l'Arconce,http://id.eaufrance.fr/CEA/K11-0320,,2021-05-26T00:00:00Z,1969-12-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1970-01-01T00:00:00Z,2013-11-18T00:00:00Z,2021-05-26T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.04981015775621,46.3579743336085
K1180010,La Loire à Digoin,K118001010,La Loire à Digoin - Pont canal,LIMNI,775417.0,6598045.0,26,3.983035713,46.478169004,3.0,,224190.0,3.0,71176,DIGOIN,71,27,BOURGOGNE-FRANCHE-COMTE,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2023-04-07T00:00:00Z,1954-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1954-01-01T00:00:00Z,2013-11-18T00:00:00Z,2017-07-17T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.98303571341695,46.4781690044077
K1180010,La Loire à Digoin,K118001011,La Loire à Digoin - Pont D 979b,LIMNI,774416.0,6598182.0,26,3.970011266,46.479513998,0.0,,224190.0,3.0,71176,DIGOIN,71,27,BOURGOGNE-FRANCHE-COMTE,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2024-01-31T00:00:00Z,2018-06-01T00:00:00Z,,,1,16,2.0,,,2018-06-01T00:00:00Z,2021-05-26T00:00:00Z,2023-01-16T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.97001126596107,46.4795139976564
K1243010,La Drée à Saint-Léger-du-Bois [Champéceuillon],K124301001,La Drée à Saint-Léger-du-Bois [Champéceuillon],LIMNI,807709.0,6658655.0,26,4.418061525,47.019419919,1.0,,303150.0,3.0,71438,SAINT-LEGER-DU-BOIS,71,27,BOURGOGNE-FRANCHE-COMTE,K12-0300,la Drée,http://id.eaufrance.fr/CEA/K12-0300,,2023-04-06T00:00:00Z,1997-04-24T00:00:00Z,,,1,20,12.0,1.0,2.0,2013-02-12T00:00:00Z,2014-09-11T00:00:00Z,2019-03-18T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.4180615251421,47.0194199187392
K1251810,L'Arroux à Dracy-Saint-Loup [Surmoulin],K125181001,L'Arroux à Dracy-Saint-Loup [Surmoulin],LIMNI,800311.0,6656455.0,26,4.320196478,47.000770333,1.0,,290000.0,2.0,71184,DRACY-SAINT-LOUP,71,27,BOURGOGNE-FRANCHE-COMTE,K1--0180,l'Arroux,http://id.eaufrance.fr/CEA/K1--0180,,2023-04-06T00:00:00Z,1984-02-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1984-02-01T00:00:00Z,2013-11-18T00:00:00Z,2014-09-11T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.32019647827072,47.0007703325544
K1273110,Le Ternin à Tavernay [Pré Charmoy],K127311001,Le Ternin à Tavernay [Pré Charmoy],LIMNI,795587.0,6655352.0,26,4.257803315,46.991535173,1.0,,299000.0,2.0,71535,TAVERNAY,71,27,BOURGOGNE-FRANCHE-COMTE,K12-0310,le Ternin,http://id.eaufrance.fr/CEA/K12-0310,,2023-03-30T00:00:00Z,1967-07-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1967-07-01T00:00:00Z,2013-11-18T00:00:00Z,2014-09-11T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.25780331451408,46.9915351729878
K1284810,La Celle à la Celle-en-Morvan [Polroy],K128481001,La Celle à la Celle-en-Morvan [Polroy],LIMNI,790935.0,6656781.0,26,4.196883525,47.005050464,1.0,,322000.0,2.0,71509,CELLE-EN-MORVAN,71,27,BOURGOGNE-FRANCHE-COMTE,K1284900,la Celle,http://id.eaufrance.fr/CEA/K1284900,,2023-04-06T00:00:00Z,1969-09-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1969-09-01T00:00:00Z,2013-11-18T00:00:00Z,2014-09-11T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.19688352543808,47.0050504636608
K1294510,Le Méchet à Monthelon,K129451001,Le Méchet à Monthelon,LIMNI,791033.0,6650614.0,26,4.196942892,46.94951915,1.0,Le 15/04/2010 : mise à jour du bassin versant.,,,71313,MONTHELON,71,27,BOURGOGNE-FRANCHE-COMTE,K1294500,le Méchet,http://id.eaufrance.fr/CEA/K1294500,,2021-05-26T00:00:00Z,1968-01-01T00:00:00Z,1995-01-01T00:00:00Z,,1,12,12.0,1.0,2.0,,,,SAONE-ET-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.19694289162687,46.9495191499501
K1314010,Le Mesvrin à Mesvres [Le Mousseau],K131401001,Le Mesvrin à Mesvres [Le Mousseau],LIMNI,796370.0,6641256.0,26,4.265133254,46.864524119,1.0,,282540.0,3.0,71297,MESVRES,71,27,BOURGOGNE-FRANCHE-COMTE,K1314000,le Mesvrin,http://id.eaufrance.fr/CEA/K1314000,,2023-04-06T00:00:00Z,1996-08-02T00:00:00Z,,,1,20,12.0,1.0,2.0,2013-02-12T00:00:00Z,2014-09-11T00:00:00Z,2021-05-26T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.2651332536089,46.8645241188818
K1321810,L'Arroux à Étang-sur-Arroux,K132181010,L'Arroux à Étang-sur-Arroux - Pont du Tacot,LIMNI,790858.0,6639719.0,26,4.192479053,46.851459277,1.0,,268090.0,3.0,71192,ETANG-SUR-ARROUX,71,27,BOURGOGNE-FRANCHE-COMTE,K1--0180,l'Arroux,http://id.eaufrance.fr/CEA/K1--0180,,2023-08-16T00:00:00Z,1971-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1971-01-01T00:00:00Z,2013-11-18T00:00:00Z,2020-08-28T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.19247905310404,46.8514592769319
K1341810,L'Arroux à Rigny-sur-Arroux,K134181001,L'Arroux à Rigny-sur-Arroux,LIMNI,779111.8527191,6604232.5104487,26,4.032245821,46.533455291,1.0,Le zéro de l'échelle de la station à été modifié lors de la reconstruction du pont de Rigny. Il est passé de 231.21 à 231.68 à partir du 01/01/1997.,231680.0,3.0,71370,RIGNY-SUR-ARROUX,71,27,BOURGOGNE-FRANCHE-COMTE,K1--0180,l'Arroux,http://id.eaufrance.fr/CEA/K1--0180,,2024-02-21T00:00:00Z,1967-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1967-01-01T00:00:00Z,2013-11-18T00:00:00Z,2021-05-26T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.03224582090948,46.5334552914584
K1353010,La Bourbince à Blanzy,K135301001,La Bourbince à Blanzy,LIMNI,806678.0,6623059.0,26,4.396204914,46.699138339,2.0,,280000.0,3.0,71040,BLANZY,71,27,BOURGOGNE-FRANCHE-COMTE,K13-0300,la Bourbince,http://id.eaufrance.fr/CEA/K13-0300,,2021-05-26T00:00:00Z,2005-12-29T00:00:00Z,,,1,20,12.0,1.0,2.0,2014-02-14T00:00:00Z,2014-09-11T00:00:00Z,2014-09-11T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.39620491361301,46.6991383388652
K1363010,La Bourbince à Ciry-le-Noble,K136301001,La Bourbince à Ciry-le-Noble,LIMNI,799572.0,6612411.0,26,4.30092303,46.604367921,1.0,,264000.0,2.0,71132,CIRY-LE-NOBLE,71,27,BOURGOGNE-FRANCHE-COMTE,K13-0300,la Bourbince,http://id.eaufrance.fr/CEA/K13-0300,,2021-05-26T00:00:00Z,1917-12-31T00:00:00Z,,,1,20,12.0,1.0,2.0,1981-03-01T00:00:00Z,2013-11-18T00:00:00Z,2014-09-11T00:00:00Z,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.30092302972138,46.6043679210757
K1370003,L'Oudrache à Oudry,K137000301,L'Oudrache à Oudry - La Croix,LIMNI,789531.38,6609088.61,26,4.169118444,46.575869607,0.0,,,,71334,OUDRY,71,27,BOURGOGNE-FRANCHE-COMTE,K1374000,l'Oudrache,http://id.eaufrance.fr/CEA/K1374000,,2021-08-17T00:00:00Z,2016-01-01T00:00:00Z,,,1,16,2.0,,,,,,SAONE-ET-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.16911844377302,46.5758696068643
