station_co,site_name,latitude,longitude,state,rivname,basin_name
RJDAW1101,Bandikui,26.99833333,76.56861111,RAJASTHAN,,
RJAJW0002,Bandrisindri,26.59888889,75.03722222,RAJASTHAN,,
RJBLR0654,Banera,25.51666667,74.66666667,RAJASTHAN,,
RajSW207,Banganga River SH-35,27.06833333,76.91388889,RAJASTHAN,,
RJPAW2501,Baniawas,25.76666667,73.51666667,RAJASTHAN,,
RJJLW1801,Bankli,25.71027778,72.87861111,RAJASTHAN,,
RajSW246,Bankli,25.70527778,72.88638889,RAJASTHAN,,
RJALR0153,Bansur,27.68333333,76.35,RAJASTHAN,,
RJBWR0253,Banswara,23.56027778,74.44194444,RAJASTHAN,,
RJJUR2152,Bap,27.37472222,72.35722222,RAJASTHAN,,
RJBAR0353,Baran,25.1025,76.49138889,RAJASTHAN,,
RJBAW0301,Baran,25.1025,76.49138889,RAJASTHAN,,
RJBUW0802,Bardha Dam,25.24361111,75.695,RAJASTHAN,,
RJBHW0503,Baretha,26.9,77.28333333,RAJASTHAN,,
RajSW140,Baretha,26.89861111,77.37222222,RAJASTHAN,,
RJDHR1251,Bari,26.65,77.6,RAJASTHAN,,
RajSW011,Bari,26.64111111,77.61861111,RAJASTHAN,,
RJDHW1202,Bari,26.65,77.6,RAJASTHAN,,
RJCGR0951,Barisadri,24.45,74.48333333,RAJASTHAN,,
RJBMR0453,Barmer,25.75638889,71.40083333,RAJASTHAN,,
RJDHR1252,Baseri,26.75,77.53333333,RAJASTHAN,,
RJDHW1203,Baseri,26.75,77.53333333,RAJASTHAN,,
RajSW206,Basoli river NH 148 D,25.43278611,75.39715,RAJASTHAN,,
RJJPR1652,Bassi,26.83527778,76.05111111,RAJASTHAN,,
RajSW173,Bassi,25.03222222,74.82444444,RAJASTHAN,,
RJCGW0902,Bassi Dam,25.03333333,74.81666667,RAJASTHAN,,
RJDAR1151,Baswa,27.15,76.58333333,RAJASTHAN,,
RJDAW1102,Baswa,27.15,76.58333333,RAJASTHAN,,
RajSW056,Bawalwara,24.09527778,73.47916667,RAJASTHAN,,
RJJUR2153,Bawari,26.62333333,73.17944444,RAJASTHAN,,
RJBHW0504,Bayana,27.23638889,77.46416667,RAJASTHAN,,
RJBHR0552,Bayana,27.23638889,77.46416667,RAJASTHAN,,
RajSW010,Bayana,26.91694444,77.29527778,RAJASTHAN,,
RJBMR0451,Baytoo,25.89666667,71.78277778,RAJASTHAN,,
RJAJW0003,Beawer,26.1,74.31666667,RAJASTHAN,,
RJAJR0053,Beawer,26.1,74.31666667,RAJASTHAN,,
RJBLR0656,Beejolia,25.18611111,75.36555556,RAJASTHAN,,
RajSW065,Begor,25.37138889,74.38444444,RAJASTHAN,,
RJCGR0952,Begun,24.98611111,75.1325,RAJASTHAN,,
RajSW034,BEGUN,24.99583333,75.01416667,RAJASTHAN,,
RJALR0154,Behror,27.88333333,76.28333333,RAJASTHAN,,
RajSW225,Berach River at Barliyas_Bilod,25.19305556,74.90194444,RAJASTHAN,,
RajSW160,Bethli,24.62111111,76.46916667,RAJASTHAN,,
RJBAW0302,Bethli,24.62055556,76.9725,RAJASTHAN,,
RJCGR0953,Bhadesar,24.7,74.48333333,RAJASTHAN,,
RajSW035,BHADESAR,24.68055556,74.51,RAJASTHAN,,
RJSWW2801,Bhadoti,26.24527778,76.37277778,RAJASTHAN,,
RJHAR1551,Bhadra,29.12388889,75.16666667,RAJASTHAN,,
RajSW126,Bhadra,29.1075,75.15861111,RAJASTHAN,,
RajSW005,Bhadurpur,27.66333333,76.73444444,RAJASTHAN,,
RajSW033,BHAINSROADGARH,24.96833333,75.55166667,RAJASTHAN,,
RJCGR0954,Bhaisroadgarh,24.96944444,75.53222222,RAJASTHAN,,
RJRAW2701,Bharai,24.98333333,74.06666667,RAJASTHAN,,
RJBHW0505,Bharatpur,27.03277778,77.04944444,RAJASTHAN,,
RJBHR0553,Bharatpur,27.21944444,77.49027778,RAJASTHAN,,
RJBAW0303,Bhawargarh Colony,25.07416667,76.80277778,RAJASTHAN,,
RJBLR0655,Bhilwara,25.32777778,74.58777778,RAJASTHAN,,
RajSW063,Bhim,25.73694444,74.08138889,RAJASTHAN,,
RJRAR2752,Bhim,25.73805556,74.07916667,RAJASTHAN,,
RajSW172,Bhimlat Dam,25.29833333,75.40194444,RAJASTHAN,,
RajSW168,Bhimni Dam,24.06722222,75.85305556,RAJASTHAN,,
RajSW165,Bhimsagar,24.56944444,76.35444444,RAJASTHAN,,
RJJHW1901,Bhimsagar,24.60027778,76.53222222,RAJASTHAN,,
RJAJR0054,Bhinay,26.05166667,74.77166667,RAJASTHAN,,
RajSW100,Bhinmal,24.98666667,72.26694444,RAJASTHAN,,
RJJLR1853,Bhinmal,25.01666667,72.26666667,RAJASTHAN,,
RajSW059,Bhoola,24.55388889,72.9875,RAJASTHAN,,
RJJUR2154,Bhopalgarh,26.64583333,73.49305556,RAJASTHAN,,
RJCGW0903,Bhopalsagar,24.85277778,74.20472222,RAJASTHAN,,
RJCGR0955,Bhopalsagar,24.85277778,74.20472222,RAJASTHAN,,
RajSW175,Bhopal sagar,24.85277778,74.20416667,RAJASTHAN,,
RJJJR2051,Bhuhana,28.20777778,75.87722222,RAJASTHAN,,
RJSRW3002,Bhula,24.57611111,72.98722222,RAJASTHAN,,
RajSW224,Bhumada (G & D site),24.33722222,76.18277778,RAJASTHAN,,
RJBWR0254,Bhungra,23.68333333,74.51666667,RAJASTHAN,,
RJBHR0554,Bhusawar,27.45,77.31666667,RAJASTHAN,,
RJBHW0506,Bhusawar,27.45,77.31666667,RAJASTHAN,,
RajSW064,Bijolia,25.10694444,75.3275,RAJASTHAN,,
RJBIR0751,Bikaner,28.01666667,73.3,RAJASTHAN,,
RJJUR2155,Bilara,26.18333333,73.7,RAJASTHAN,,
RajSW159,Bilas,25.04694444,76.82805556,RAJASTHAN,,
738B967E,Pandoh Dam,31.6725,77.06777778,HIMACHAL PRADESH,,
RJJUW2101,Birai,26.47611111,72.67111111,RAJASTHAN,,
RajSW144,Bishansamand,26.82611111,76.83,RAJASTHAN,,
RajSW016,Bolni,26.31861111,76.22,RAJASTHAN,,
RJSWR2852,Bonli,26.32916667,76.22638889,RAJASTHAN,,
RajSW134,Buchara Dam,27.59138889,75.96861111,RAJASTHAN,,
RJBUR0851,Bundi,25.45277778,75.63222222,RAJASTHAN,,
RJBUW0803,Bundi,25.45027778,75.63222222,RAJASTHAN,,
RajSW153,Bundi Ka Gothra,25.69027778,76.64555556,MADHYA PRADESH,,
RajSW151,Chakan,25.80166667,76.23166667,RAJASTHAN,,
RJJPR1653,Chaksu,26.60583333,75.94555556,RAJASTHAN,,
RajSW082,Chaksu,26.60416667,75.94166667,RAJASTHAN,,
RajSW213,Chambal River SH-1,25.57527778,76.30166667,RAJASTHAN,,
RJBUW0804,Chanda ka talab,25.25305556,75.61527778,RAJASTHAN,,
RJJPW1601,Chandawas,27.21833333,75.99444444,RAJASTHAN,,
RJBLW0603,Chandrabhaga,25.16666667,74.06666667,RAJASTHAN,,
RajSW199,Chandsen,26.33833333,75.45694444,RAJASTHAN,,
RJTOW3102,Chandsen,25.35277778,75.33222222,RAJASTHAN,,
RajSW163,Chappi Dam,24.34277778,76.47111111,RAJASTHAN,,
RJBIR0752,Chattargarh,28.67472222,73.11777778,RAJASTHAN,,
RajSW167,Chauli Dam,24.24805556,76.09305556,RAJASTHAN,,
RJJHW1903,Chauli Dam,24.29194444,76.15916667,RAJASTHAN,,
RJKOR2351,Chechat,24.76444444,75.88833333,RAJASTHAN,,
RJJLR1854,Cheetal Wana,24.90805556,71.65916667,RAJASTHAN,,
RJJPW1602,Chenchala,27.31194444,76.06194444,RAJASTHAN,,
RJBAR0354,Chhabra,24.66694444,76.84888889,RAJASTHAN,,
RajSW200,Chhaparwara,26.62722222,75.265,RAJASTHAN,,
RJJPW1603,Chhaparwara,26.6275,75.26472222,RAJASTHAN,,
RJJHW1902,Chhapi Dam,24.34305556,76.4725,RAJASTHAN,,
RJBAR0355,Chhipaboard,24.61694444,76.78222222,RAJASTHAN,,
RajSW046,Chikhli,23.42805556,73.94611111,RAJASTHAN,,
RJDUR1352,Chikhli,23.43083333,73.95388889,RAJASTHAN,,
RJRAW2702,Chikliawas,25.02861111,73.72916667,RAJASTHAN,,
RJJJR2052,Chirawa,28.23333333,75.65,RAJASTHAN,,
RajSW123,Chirwa,28.23861111,75.64777778,RAJASTHAN,,
RJCGR0956,chittodgarh,24.90083333,74.62333333,RAJASTHAN,,
RJBMR0454,Chohtan,25.48333333,71.06666667,RAJASTHAN,,
RJJPR1654,Chomu,27.16638889,75.66638889,RAJASTHAN,,
RajSW084,Chomu,27.16333333,75.72277778,RAJASTHAN,,
RJSWR2853,Choth Ka Barwara,26.05027778,76.15444444,RAJASTHAN,,
RJPRR2652,Chotisadri,24.4,74.7,RAJASTHAN,,
RJCHR1051,CHURU,28.3,74.96666667,RAJASTHAN,,
RJBLR0657,Dabla,29.46527778,73.63416667,RAJASTHAN,,
RajSW031,DAG,23.94111111,75.89277778,RAJASTHAN,,
RJBWR0255,Danpur,23.51666667,74.73333333,RAJASTHAN,,
RajSW042,Danpur,23.51416667,74.71444444,RAJASTHAN,,
RJSRW3003,Danta,24.8,72.85,RAJASTHAN,,
RJSKR2951,Danta Ramgarh,27.25,75.2,RAJASTHAN,,
RJPAW2502,Dantiwara,25.23777778,73.33083333,RAJASTHAN,,
RJKOW2302,Darra Colony,24.835,76.00666667,RAJASTHAN,,
RJDAR1152,Dausa,26.9,76.33333333,RAJASTHAN,,
RJUAW3203,Daya,24.20694444,73.81861111,RAJASTHAN,,
RajSW186,Daya,24.33055556,73.80777778,RAJASTHAN,,
RJJUR2164,DECHU,26.77472222,72.33055556,RAJASTHAN,,
RJBHR0555,Deeg,27.65,77.26666667,RAJASTHAN,,
RJBHW0507,Deeg,27.11666667,77.11666667,RAJASTHAN,,
RajSW088,Degana,26.89833333,74.32333333,RAJASTHAN,,
RJNAR2451,Degana,26.9,74.31666667,RAJASTHAN,,
RJRAR2753,Deogarh,25.52888889,73.90722222,RAJASTHAN,,
RJTOR3152,Deoli,25.75,75.41666667,RAJASTHAN,,
RJTOW3103,Deoli,25.75,75.41666667,RAJASTHAN,,
RajSW251,Deopura,24.42,75.22,MADHYA PRADESH,,
RJSWW2802,Deopura,25.72305556,75.99388889,RAJASTHAN,,
RJPAR2552,Desuri,25.27055556,73.59,RAJASTHAN,,
RJDUR1353,Deval,23.93333333,73.7,RAJASTHAN,,
RajSW062,Devgarh,25.52694444,73.90416667,RAJASTHAN,,
RJUAW3204,Dewas,24.51333333,73.50361111,RAJASTHAN,,
RJDUR1354,Dhambola,23.6,73.76666667,RAJASTHAN,,
RJPRR2653,Dhariawad,24.1,74.44944444,RAJASTHAN,,
RJPRW2601,Dhariawad,24.10222222,74.44305556,RAJASTHAN,,
RJSWW2803,Dheel,26.22333333,76.1175,RAJASTHAN,,
RajSW148,Dheel,26.22445,76.11884,RAJASTHAN,,
RJDHW1204,Dholpur,26.7,77.89972222,RAJASTHAN,,
RJBMR0455,Dhorimana,25.20583333,71.44055556,RAJASTHAN,,
RajSW228,Dhund_Morel River Lalsot Road,26.58611111,76.00694444,RAJASTHAN,,
RajSW090,Didwana,27.39972222,74.57138889,RAJASTHAN,,
RJNAR2452,Didwana,27.4,74.58333333,RAJASTHAN,,
RJKOR2352,Digod,25.21694444,76.08222222,RAJASTHAN,,
RJJPR1655,Dudu,26.68,75.23055556,RAJASTHAN,,
RJJHR1954,Dug,23.93388889,75.83222222,RAJASTHAN,,
RajSW152,Dugari,25.67,75.815,RAJASTHAN,,
RajSW119,Dungargarh,28.08694444,74.01055556,RAJASTHAN,,
RJBIR0753,Dungargarh,28.10555556,74.00833333,RAJASTHAN,,
RJDUR1355,Dungarpur,23.85,73.71666667,RAJASTHAN,,
RJCGR0957,Dungla,24.50666667,74.33055556,RAJASTHAN,,
RajSW038,DUNGLA,24.50722222,74.33638889,RAJASTHAN,,
RajSW157,Eklera Sagar,25.13472222,76.66805556,RAJASTHAN,,
RJJSR1751,Fatehgarh,26.49722222,71.20277778,RAJASTHAN,,
RajSW116,Fatehgarh,26.49638889,71.20222222,RAJASTHAN,,
RJSKR2952,Fatehpur,27.98333333,74.96666667,RAJASTHAN,,
RajSW183,Fateh sagar,24.60472222,74.67861111,RAJASTHAN,,
RJPRW2602,Gadola,24.16666667,74.8,RAJASTHAN,,
RajSW039,Gadola,24.11861111,74.83055556,RAJASTHAN,,
RajSW105,Gadra Road,25.74555556,70.64166667,RAJASTHAN,,
RJBMR0456,Gadra Road,25.74277778,70.65,RAJASTHAN,,
RajSW092,Gajnai,25.88666667,73.95416667,RAJASTHAN,,
RJPAW2503,Gajnai,25.88666667,73.96555556,RAJASTHAN,,
RJDUR1356,Galiakot,23.55,74,RAJASTHAN,,
RajSW243,Galwa,25.89527778,76.00916667,RAJASTHAN,,
RajSW244,Galwania,25.86388889,76.195,RAJASTHAN,,
RJTOW3105,Galwania Bundh,25.86944444,76.18222222,RAJASTHAN,,
RJTOW3104,Galwa Tank,25.86944444,76.18222222,RAJASTHAN,,
RJCGW0904,Gambhiri Dam,24.7,74.71666667,RAJASTHAN,,
RJKOW2303,Gandhi Sagar,24.68638889,75.56888889,MADHYA PRADESH,,
RJDUR1357,Ganeshpur,23.91666667,73.91666667,RAJASTHAN,,
RJGAR1452,Ganganagar,29.91666667,73.88333333,RAJASTHAN,,
RJBLW0604,Gangapur,25.21888889,74.26111111,RAJASTHAN,,
RJSWR2854,Gangapur City,26.47861111,76.72861111,RAJASTHAN,,
RJJHR1955,Gangdhar,23.93388889,75.59888889,RAJASTHAN,,
RJCGR0958,Gangrar,25.05,74.6,RAJASTHAN,,
RajSW036,GANGRAR,25.05722222,74.61194444,RAJASTHAN,,
RJBUW0805,Garada,25.24361111,75.695,RAJASTHAN,,
RJBWR0256,Garhi,23.6,74.13333333,RAJASTHAN,,
RJBLR0658,Gayangarh,25.65361111,74.15444444,RAJASTHAN,,
RJAJR0055,Gegal,26.53333333,74.75,RAJASTHAN,,
RajSW032,GHANDISAGAR,24.70111111,75.55555556,MADHYA PRADESH,,
RJGAR1453,Gharsana,29.02166667,73.07888889,RAJASTHAN,,
RJBWR0257,Ghatol,23.76666667,74.41666667,RAJASTHAN,,
RajSW176,Ghosunda,24.82583333,74.52416667,RAJASTHAN,,
RJBMR0457,Gira,26.10388889,71.90722222,RAJASTHAN,,
RJPAW2504,Girinanda,26.18333333,74.18333333,RAJASTHAN,,
RJPAW2505,Giroliya,25.76944444,73.04611111,RAJASTHAN,,
RajSW077,Goela,26.12444444,74.94833333,RAJASTHAN,,
RJAJR0056,Goela,26.12166667,74.9475,RAJASTHAN,,
RajSW053,Gogunda,24.75305556,73.53305556,RAJASTHAN,,
RJUAW3205,Gogunda,24.75,73.56666667,RAJASTHAN,,
RJUAR3252,Gogunda,24.75,73.56666667,RAJASTHAN,,
RajSW158,Gopalpura,25.16916667,76.74222222,RAJASTHAN,,
RJBAW0304,Gopalpura,25.16472222,76.73111111,RAJASTHAN,,
RJALR0155,Govindgarh,27.5,77,RAJASTHAN,,
RJAJW0004,Govindgarh,26.45277778,74.38222222,RAJASTHAN,,
RJBUW0806,Gudha Dam,25.1025,76.49138889,RAJASTHAN,,
RJBMR0458,Gudhamalani,25.1925,71.71861111,RAJASTHAN,,
RJBLW0605,Gulabpura,25.90555556,74.65944444,RAJASTHAN,,
RajSW164,Gulendi,24.36861111,76.58027778,RAJASTHAN,,
RJBHW0508,Halena,27.09138889,77.03777778,RAJASTHAN,,
RajSW067,Hamirgarh,25.1875,74.61888889,RAJASTHAN,,
RJBLR0659,Hammergarh,25.18777778,74.63305556,RAJASTHAN,,
RJHAR1552,Hanumahgarh,29.58333333,74.31666667,RAJASTHAN,,
RajSW178,Haro,23.76472222,74.22277778,RAJASTHAN,,
RJNAW2401,Harsor,26.73666667,74.48222222,RAJASTHAN,,
RajSW202,Hemawas,25.73527778,73.33666667,RAJASTHAN,,
RJPAW2506,Hemawas,25.73555556,73.38277778,RAJASTHAN,,
RJKAR2251,Hindaun,26.71666667,77.01666667,RAJASTHAN,,
RajSW161,Hindlot,24.55861111,76.93888889,RAJASTHAN,,
RJBUR0852,Hindoli,25.58361111,75.49888889,RAJASTHAN,,
RajSW020,HINDOLI,25.57861111,75.50333333,RAJASTHAN,,
RajSW014,Hindon,26.28055556,77.02472222,RAJASTHAN,,
RJBHW0509,Hingota,27.65,77.26666667,RAJASTHAN,,
RJBLR0660,Hurda,25.91666667,74.68333333,RAJASTHAN,,
RJBUR0853,Indragarh,25.71694444,76.19888889,RAJASTHAN,,
RJBWR0258,Jagpura,23.86666667,74.35,RAJASTHAN,,
RJBLR0661,Jahazpur,25.6,75.28333333,RAJASTHAN,,
RajSW247,Jaipur,26.86416667,75.80666667,RAJASTHAN,,
RJJPR1656,Jaipur,26.91361111,75.78444444,RAJASTHAN,,
RJJPW1604,jaipur(ID&R),26.91361111,75.78444444,RAJASTHAN,,
RJJSR1752,Jaisalmer,26.9,70.91666667,RAJASTHAN,,
RajSW136,Jaisamand,27.48805556,76.58444444,RAJASTHAN,,
RJALW0102,Jaisamand,27.48833333,76.58277778,RAJASTHAN,,
RJUAW3206,Jaisamand,24.24777778,73.955,RAJASTHAN,,
RJPAR2553,Jaitaran,26.2,73.95,RAJASTHAN,,
RJPRW2603,Jakham Dam,24.17138889,74.5975,RAJASTHAN,,
RajSW111,Jaliwara,26.41555556,73.60166667,RAJASTHAN,,
RJJUW2102,Jaliwara,26.27777778,73.32861111,RAJASTHAN,,
RJJLR1855,Jalore,25.5,72.61666667,RAJASTHAN,,
RJJPR1657,Jamuwa Ramgarh,27.04527778,76.05944444,RAJASTHAN,,
RajSW001,Jamwa Ramgarh,27.04527778,76.05972222,RAJASTHAN,,
RJJLR1856,Jaswantpura,24.8,72.46666667,RAJASTHAN,,
RajSW103,Jaswantpura,24.81861111,72.45944444,RAJASTHAN,,
RajSW204,Jaswantsagar,26.22444444,73.68916667,RAJASTHAN,,
RJJUW2103,Jaswantsagar,26.22444444,73.68916667,RAJASTHAN,,
1,Jaswant Sagar Reservoir,26.22083333,73.74583333,RAJASTHAN,,
RJKOW2304,Jawaharsagar,25.03611111,75.66888889,RAJASTHAN,,
RajSW171,Jawahar Sagar,25.03666667,74.40916667,RAJASTHAN,,
RajSW203,Jawai Dam,25.09027778,73.14916667,RAJASTHAN,,
RJPAWI2524,Jawai Dam,25.10916667,73.16666667,RAJASTHAN,,
RajSW231,Jawai River SH_16,25.34416667,72.68583333,RAJASTHAN,,
RJAJR0057,Jawaja,25.61666667,74.21666667,RAJASTHAN,,
RJNAR2453,Jayal,27.22027778,74.18194444,RAJASTHAN,,
RJBLW0606,Jetpura,25.25027778,75.20666667,RAJASTHAN,,
RajSW193,Jetpura,25.25027778,75.20611111,RAJASTHAN,,
RJUAR3253,Jhadol,24.4,73.48333333,RAJASTHAN,,
RJUAW3207,Jhadol,24.4,73.48333333,RAJASTHAN,,
RJJHR1957,Jhalarapatan,24.55055556,76.14888889,RAJASTHAN,,
RJJHR1956,Jhalawar,24.53388889,76.16555556,RAJASTHAN,,
RJJJR2053,Jhunjunu,28.13333333,75.38333333,RAJASTHAN,,
Amba,Tan @ Amba,20.59444444,73.23444444,GUJARAT,Sasui,
RJJUW2104,Jodhpur,26.3,73.01666667,RAJASTHAN,,
RJJUR2156,Jodhpur,26.3,73.03333333,RAJASTHAN,,
RJPAW2507,Jograwas,25.76861111,73.56833333,RAJASTHAN,,
RajSW145,Juggar,26.72416667,77.09972222,RAJASTHAN,,
RJKAW2201,Juggar dam,26.71666667,77.1,RAJASTHAN,,
RajSW221,Junction Of Hiran & Anas River near PH-2_MDR83,23.42527778,74.2175,RAJASTHAN,,
RajSW069,Kachola,25.40722222,75.13583333,RAJASTHAN,,
RJBLR0662,Kachola,25.39888889,75.1275,RAJASTHAN,,
RJSRW3004,Kadambiri,24.78333333,73.08333333,RAJASTHAN,,
RJKAW2202,Kalisil,26.26333333,76.74333333,RAJASTHAN,,
RajSW146,Kalisil,26.26972222,76.76666667,RAJASTHAN,,
RJJHW1904,Kalisindh,24.60027778,76.16555556,RAJASTHAN,,
RajSW255,Kalisindh Dam,24.29,74.14,RAJASTHAN,,
RajSW215,Kalisndh Railway Bridge NH 27,25.16888889,76.22444444,RAJASTHAN,,
RJBHW0510,Kaman,27.31666667,77.36666667,RAJASTHAN,,
RajSW009,Kaman,27.65611111,77.2675,RAJASTHAN,,
RJBHR0556,Kaman,27.31666667,77.36666667,RAJASTHAN,,
RJPAW2509,Kana,25.26361111,73.51277778,RAJASTHAN,,
RajSW047,Kanba,23.81333333,73.56694444,RAJASTHAN,,
RJDUR1358,Kanba,23.81416667,73.56916667,RAJASTHAN,,
RJJPW1605,Kanota,26.87583333,75.94277778,RAJASTHAN,,
RJPAW2510,Kantalya,25.78944444,73.83138889,RAJASTHAN,,
RJKOR2353,Kanwas,24.86861111,76.12472222,RAJASTHAN,,
RJCGR0959,kapasan,24.88333333,74.31666667,RAJASTHAN,,
RJCGW0905,Kapasan,24.88333333,74.31666667,RAJASTHAN,,
RajSW131,Karanpur,29.84305556,73.45777778,RAJASTHAN,,
ANDRA,ANDRA,18.34083333,83.20722222,ANDHRA PRADESH,Champavati,
RJGAR1454,Karanpur,29.84805556,73.45166667,RAJASTHAN,,
CHINTAPALLY,CHINTAPALLY,16.91444444,82.07638889,ANDHRA PRADESH,Bikkvolu Drain,
RJBLR0664,Karaoikala,25.22694444,74.42222222,RAJASTHAN,,
RJKAR2252,Karauli,26.5,77.01666667,RAJASTHAN,,
RJBLR0663,Kareda,25.51527778,74.22611111,RAJASTHAN,,
RJALR0156,Kathumar,27.33333333,77.06666667,RAJASTHAN,,
RJPAW2508,K. Bankli,25.22611111,73.02944444,RAJASTHAN,,
RJUAW3208,Kejar,24.17527778,73.84444444,RAJASTHAN,,
DENKADA,DENKADA,18.12916667,83.47777778,ANDHRA PRADESH,Champavati,
GADIGEDDA,GADIGEDDA,18.27916667,83.48388889,ANDHRA PRADESH,Gadi Gedda,
RajSW075,Kekri,25.97361111,75.15194444,RAJASTHAN,,
G K GUDEM,G.K.GUDEM,17.62305556,82.46388889,ANDHRA PRADESH,Tandava,
RJAJR0058,Kekri,25.96666667,75.15,RAJASTHAN,,
DEVARAPALLI,DEVARAPALLI,17.99472222,82.98194444,ANDHRA PRADESH,Sarada,
BENDI,BENDI,18.725,84.38777778,ANDHRA PRADESH,Bendi Gedda,
RajSW060,Ker Dam,24.72722222,72.87916667,RAJASTHAN,,
RJBWR0259,Kesharpura,23.49083333,74.50972222,RAJASTHAN,,
RajSW021,KeshavraiPatan,25.29861111,75.93777778,RAJASTHAN,,
RJBUR0854,Keshoraipatan,25.30027778,75.94888889,RAJASTHAN,,
RJBIR0756,Khajuwala,28.7,72.59333333,RAJASTHAN,,
RajSW166,Khalikhar,24.71027778,76.23611111,RAJASTHAN,,
RJSWR2855,Khandar,26.16666667,73.61666667,RAJASTHAN,,
RajSW017,Khandar,26.01444444,76.59944444,RAJASTHAN,,
Gumuda,FCS_Gumuda,19.22,83.77083333,ODISHA,Vamsadhara,
DATTI,DATTI,18.4,83.39444444,ANDHRA PRADESH,Potula Gedda,
BOYAPALEM,BOYAPALEM,17.87722222,83.35333333,ANDHRA PRADESH,Pedda Gedda,
RJSWW2804,Khandar,26.01055556,76.60277778,RAJASTHAN,,
RJSKR2953,Khandela,27.60527778,75.50527778,RAJASTHAN,,
RJJHR1958,Khanpur,24.73611111,76.38222222,RAJASTHAN,,
ANNAVARAM,ANNAVARAM,17.29111111,82.40944444,ANDHRA PRADESH,Pampa N,
Dhougaon,FCS_Aska,19.6,84.6,ODISHA,Rushikulya,
CHODYAM,CHODYAM,17.66611111,82.42916667,ANDHRA PRADESH,Tandava,
RajSW028,KHANPUR,24.71027778,76.37055556,RAJASTHAN,,
GOTLAM,GOTLAM,18.16666667,83.37638889,ANDHRA PRADESH,Pala Gedda,
DD23,Eastern Bein at Malsian,31.13333333,75.34166667,PUNJAB,East,
DD11,JABBAR KHAD AT NURPUR,32.3,75.88527778,HIMACHAL PRADESH,Jabbar Khad,
DD09,GAJJU KHALSA AT RAVI,32.12666667,75.46361111,PUNJAB,Kiran,
DD03,River BEAS at NAUSHERA MIRTHAL,32.11805556,75.60638889,PUNJAB,Nalua,
DD28,Mauzam Drain at Ladhuka,30.49444444,75.08388889,PUNJAB,Chandbhan Drain,
DD01,River CHAKKI at CHAKKI Bank,32.26444444,75.64222222,PUNJAB,Nalua,
RJPAW2511,Kharda,25.91666667,73.23333333,RAJASTHAN,,
RajSW241,Khari,25.70416667,74.28222222,RAJASTHAN,,
RJBLW0607,Khari Bundh,25.03333333,74.83333333,RAJASTHAN,,
DD22,Westren Bein at Durgapur,30.25833333,75.28333333,PUNJAB,Lissara Nala,
DD02,River CHAKKI at MIRTHAL,32.11805556,75.60638889,PUNJAB,Nalua,
DD04,JALLALYA NALAH AT BAMIAL,32.38638889,75.51722222,JAMMU & KASHMIR,Bara Nal,
DD12,RIVER CHAKKI AT KHANNI,32.3,75.88527778,HIMACHAL PRADESH,Jabbar Khad,
DD26,Kasoor Drain,31.29722222,74.66388889,PUNJAB,Kasur,
DD25,River BEAS at DHILWAN,30.675,75.33194444,PUNJAB,Chachrari Drain,
RajSW226,Khari River_SH26,25.81333333,75.2025,RAJASTHAN,,
DD16,BUDHA NALLAH,30.925,75.67222222,PUNJAB,Budda,
DD06,RANBIR CANAL,32.89944444,74.7425,JAMMU & KASHMIR,Chenab,
DD08,RIVER RAVI AT MEHLA,32.55333333,76.12583333,HIMACHAL PRADESH,Ravi,
DD10,RIVER CHAKKI AT ROAD BRIDGE,32.26444444,75.64222222,PUNJAB,Nalua,
DD14,RIVER RAVI AT JAINPUR CHAKRI,32.04194444,75.40527778,PUNJAB,Sirkian Drain,
RJNAR2454,Kheenvsar,26.97916667,73.41055556,RAJASTHAN,,
DD24,River SATLUJ at YOUSAFPUR,31.135,75.11111111,PUNJAB,Satluj,
2-Cha-surg-gd,Surgani,32.73283333,76.10172222,HIMACHAL PRADESH,Siul,
DD07,River TAWI AT JAMMU,32.72666667,74.85694444,JAMMU & KASHMIR,Tawi,
DD15,BHANKARPUR,30.66666667,76.93333333,HARYANA,Muilawali,
DD27,Phidda Out Fall at Hamid,30.87222222,74.41944444,PUNJAB,Sodinagar,
Dhuva,Dhuva,22.68527778,70.94388889,GUJARAT,Maha Nadi,
RJUAW3209,Kherwara,23.98333333,73.6,RAJASTHAN,,
DD21,River BEAS AT GOINDWAL,31.61388889,75.615,PUNJAB,West or Black Bein,
RJUAR3254,Kherwara,23.98333333,73.6,RAJASTHAN,,
DD13,RIVER RAVI AT DHARMKOT,32.03222222,75.03055556,PUNJAB,Ravi,
DD17,SATLUJ AT PHILLAUR,31.02916667,75.78861111,PUNJAB,Satluj,
RJJJR2054,Khetri,28.00083333,75.78805556,RAJASTHAN,,
CHITRAVATHI,CHITRAVATHI,14.57222222,77.96666667,ANDHRA PRADESH,Chitravati,
BUGGAVANKA,BUGGAVANKA PROJECT,14.3975,78.8375,ANDHRA PRADESH,Chinnagai Vanka,
BAHUDA,BAHUDA,13.56388889,78.62777778,ANDHRA PRADESH,Bahuda / Cheyyeru,
RajSW085,khivsar,26.97111111,73.39722222,RAJASTHAN,,
Dukanwadi,Dukanwadi,16.03138889,73.88,MAHARASHTRA,Karli,
GUNDLAKAMMA,K.O.R. Gundlakamma Reservoir,15.66666667,79.98333333,ANDHRA PRADESH,Gundlakamma,
Ananthapalli,Errakalva @  Ananthapalli,16.98055556,81.45916667,ANDHRA PRADESH,Errakalva,
